,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,0
112,2012-08-11,Canberra,1.4,13.9,0.0,4.9,10.6,S,52.0,S,S,31.0,30.0,55.0,40.0,1024.8,1023.7,1.0,,8.7,12.4,0
113,2017-04-12,BadgerysCreek,13.1,21.8,0.0,,,SSW,33.0,SW,SE,19.0,7.0,66.0,71.0,1024.1,1022.2,,,18.1,19.7,0
114,2010-12-28,MelbourneAirport,6.0,22.8,0.0,4.0,13.4,S,31.0,SE,SE,11.0,15.0,56.0,41.0,1018.8,1015.7,6.0,2.0,13.3,19.9,0
115,2012-10-25,Williamtown,7.3,34.3,0.0,,,NW,39.0,NNW,WNW,13.0,24.0,60.0,8.0,1014.0,1007.5,,,18.6,33.8,0
116,2009-07-31,Cobar,9.3,17.2,0.0,1.4,6.2,WSW,26.0,W,SW,7.0,15.0,71.0,50.0,1025.4,1023.8,8.0,5.0,11.4,16.3,0
117,2011-09-13,Perth,9.6,21.7,0.0,4.8,8.2,SSW,26.0,ESE,WSW,7.0,13.0,78.0,54.0,1023.3,1021.1,2.0,6.0,17.4,19.8,0
118,2010-05-05,Melbourne,9.1,17.3,4.2,4.0,6.0,WSW,50.0,W,W,28.0,31.0,64.0,60.0,1015.3,1015.2,4.0,7.0,11.4,14.5,1
119,2009-09-18,Darwin,23.1,33.4,0.0,7.8,10.7,NNE,41.0,ENE,N,13.0,24.0,64.0,48.0,1014.9,1011.0,1.0,6.0,28.2,31.3,0
120,2011-11-11,Ballarat,3.5,19.7,0.0,,,,,NW,NNW,2.0,13.0,80.0,45.0,1023.6,1020.4,1.0,,11.7,18.4,0
121,2011-11-10,AliceSprings,21.7,31.8,0.0,11.2,11.3,ESE,52.0,ESE,E,30.0,24.0,36.0,21.0,1017.3,1013.5,6.0,2.0,24.6,30.9,0
122,2013-01-25,PearceRAAF,16.9,34.5,0.0,,13.1,E,56.0,ESE,ESE,20.0,20.0,33.0,13.0,1021.0,1016.8,0.0,0.0,23.2,34.0,0
123,2014-01-03,Woomera,18.7,29.3,0.0,16.0,9.3,SW,65.0,SSW,SSW,35.0,43.0,70.0,22.0,1010.4,1010.1,7.0,,19.7,27.1,0
124,2009-08-29,Newcastle,12.6,26.7,0.2,,,,,,,0.0,,68.0,,,,7.0,,14.5,,0
125,2016-04-06,PearceRAAF,11.8,24.2,0.0,,10.4,E,44.0,E,ESE,24.0,24.0,48.0,33.0,1028.2,1024.8,,,17.3,23.3,0
126,2011-12-16,MountGinini,5.4,13.8,2.2,,,SE,20.0,WNW,NE,6.0,9.0,72.0,92.0,,,,,11.5,10.9,1
127,2016-09-25,Newcastle,13.2,23.2,4.0,,,,,NW,,19.0,,88.0,,,,7.0,,15.5,,0
128,2014-06-20,Canberra,2.5,16.7,0.0,,,NW,43.0,NW,W,26.0,26.0,80.0,47.0,1020.0,1016.8,,8.0,10.8,14.2,0
129,2013-10-08,MelbourneAirport,8.6,20.6,0.2,3.0,10.3,WSW,28.0,W,S,17.0,7.0,71.0,50.0,1017.8,1016.7,1.0,1.0,13.0,19.0,0
130,2014-04-02,Woomera,20.8,25.5,0.0,9.8,4.5,SSW,44.0,SE,SSW,19.0,31.0,65.0,51.0,1013.5,1014.4,3.0,1.0,22.0,24.7,1
131,2015-12-29,Watsonia,10.4,28.1,0.0,8.0,13.4,SSW,31.0,SSE,SW,2.0,17.0,70.0,45.0,1023.6,1020.2,1.0,1.0,17.1,25.7,0
132,2014-07-18,Launceston,4.0,12.6,7.6,,,SE,43.0,SE,S,17.0,15.0,62.0,49.0,,,,,8.4,12.2,0
133,2013-05-15,Witchcliffe,4.7,19.9,0.0,,,N,26.0,E,NNE,4.0,15.0,99.0,57.0,1018.2,1015.2,,,11.8,19.3,0
134,2014-03-08,Darwin,24.6,31.7,15.2,7.2,8.6,WNW,31.0,E,NW,7.0,22.0,81.0,63.0,1010.3,1006.3,7.0,6.0,27.5,31.4,0
135,2008-12-23,Albany,12.0,21.2,0.0,5.4,12.8,,,W,WSW,6.0,43.0,67.0,65.0,1012.5,1010.9,0.0,1.0,17.8,20.5,0
136,2014-05-25,Perth,15.6,20.6,2.8,2.6,4.3,WSW,41.0,WNW,W,7.0,15.0,64.0,58.0,1014.4,1012.4,4.0,6.0,17.5,20.3,1
137,2009-04-06,Bendigo,3.3,18.2,0.0,3.6,,SW,44.0,S,SSW,24.0,22.0,48.0,36.0,1025.5,1024.1,1.0,2.0,12.1,16.3,0
138,2012-03-03,Canberra,12.9,16.6,1.0,1.0,0.0,E,43.0,ESE,ESE,17.0,11.0,82.0,96.0,1019.7,1017.2,8.0,8.0,14.1,14.9,1
139,2017-03-12,Ballarat,14.3,25.1,1.8,,,NW,54.0,WSW,WNW,13.0,17.0,79.0,42.0,1001.2,1001.6,3.0,3.0,16.2,22.6,0
140,2015-01-20,Darwin,25.9,32.4,0.6,6.0,7.8,WNW,33.0,W,NW,11.0,24.0,76.0,66.0,1012.8,1010.5,7.0,7.0,29.2,30.8,0
141,2012-01-02,CoffsHarbour,15.7,25.8,0.0,6.4,11.6,E,31.0,N,E,9.0,20.0,57.0,47.0,1018.7,1017.3,6.0,1.0,23.2,24.7,0
142,2017-01-22,MelbourneAirport,10.9,30.1,0.0,5.8,13.2,SE,33.0,SSE,E,9.0,9.0,75.0,42.0,1016.4,1012.2,1.0,0.0,17.2,29.0,0
143,2010-10-09,Townsville,23.0,30.0,0.6,8.2,5.8,ENE,39.0,ESE,ENE,20.0,28.0,71.0,63.0,1014.7,1011.5,7.0,7.0,26.8,28.1,1
144,2016-12-03,Sale,12.7,20.4,0.0,,,E,35.0,SE,E,9.0,24.0,62.0,58.0,1016.8,1015.3,8.0,,16.0,19.3,0
145,2011-01-10,Perth,22.2,36.4,0.0,13.8,13.2,ESE,39.0,E,SE,17.0,17.0,33.0,16.0,1012.0,1008.6,0.0,0.0,28.3,36.1,0
146,2013-06-30,Albany,12.6,20.7,0.0,1.8,7.8,,,NW,W,6.0,31.0,84.0,66.0,1031.3,1027.9,2.0,7.0,14.0,19.0,0
147,2013-11-24,Albury,8.6,26.1,0.0,,,SE,50.0,WSW,SW,9.0,19.0,58.0,29.0,1008.1,1005.7,,2.0,16.5,24.5,0
148,2011-11-20,NorfolkIsland,15.7,22.1,0.0,8.0,9.7,ENE,39.0,ENE,ESE,22.0,19.0,52.0,58.0,1022.6,1020.9,1.0,5.0,20.0,19.5,0
149,2009-07-17,Perth,12.8,18.1,7.8,2.6,5.7,SW,43.0,WSW,WSW,19.0,19.0,61.0,53.0,1015.5,1015.8,5.0,6.0,16.0,16.9,0
150,2016-03-05,Bendigo,19.8,37.5,2.0,,,SSE,46.0,SE,WNW,11.0,4.0,54.0,22.0,1017.4,1016.0,,1.0,24.6,36.3,0
151,2016-02-15,WaggaWagga,12.0,30.6,0.0,9.6,12.9,W,50.0,ESE,W,6.0,24.0,38.0,14.0,1011.6,1008.3,7.0,1.0,21.4,29.5,0
152,2010-03-12,Melbourne,11.1,26.4,0.0,4.0,11.4,SE,31.0,W,S,9.0,19.0,72.0,40.0,1037.2,1034.6,2.0,3.0,15.3,24.9,0
153,2012-03-20,SydneyAirport,17.7,24.9,4.8,3.6,5.6,ENE,35.0,S,E,13.0,26.0,83.0,54.0,1020.7,1016.8,7.0,5.0,20.1,23.4,0
154,2016-12-23,Perth,17.3,32.6,0.0,9.4,13.2,SW,43.0,SSE,SW,9.0,22.0,40.0,31.0,1009.0,1005.7,0.0,0.0,27.0,29.9,0
155,2016-08-08,MountGinini,-2.1,4.8,0.2,,,W,28.0,NW,W,11.0,9.0,100.0,79.0,,,,,0.4,4.3,0
156,2009-09-02,Albury,1.0,16.8,0.0,,,ESE,24.0,ESE,E,9.0,9.0,82.0,45.0,1024.9,1020.2,,,7.0,16.0,0
157,2016-06-28,Canberra,-4.7,12.0,0.0,,,N,31.0,,NNW,0.0,17.0,94.0,50.0,1025.6,1024.7,,,-0.7,11.5,0
158,2010-11-16,Adelaide,9.9,20.8,0.0,5.0,9.5,SW,35.0,NE,SSW,6.0,19.0,55.0,45.0,1018.4,1016.7,,,16.1,18.4,0
159,2011-02-06,CoffsHarbour,24.3,33.7,0.0,6.2,12.4,SSW,67.0,N,NE,24.0,43.0,66.0,66.0,1015.6,1012.4,1.0,1.0,29.4,29.3,1
160,2016-08-11,PerthAirport,11.1,19.3,0.4,1.2,5.3,NW,44.0,N,WNW,20.0,28.0,74.0,49.0,1020.2,1017.2,7.0,6.0,14.0,18.9,1
161,2014-07-16,Newcastle,10.2,18.4,1.0,,,,,,NW,0.0,28.0,74.0,65.0,,,8.0,4.0,12.0,17.5,1
162,2012-10-31,SydneyAirport,16.4,28.9,0.0,7.0,12.0,NE,41.0,NW,ENE,11.0,26.0,56.0,34.0,1015.9,1012.7,0.0,3.0,22.5,27.1,0
163,2013-04-21,CoffsHarbour,15.4,22.7,0.0,5.4,,SW,41.0,SW,SSE,26.0,17.0,54.0,54.0,1014.7,1012.5,0.0,3.0,19.5,21.5,0
164,2011-07-24,MelbourneAirport,4.4,11.3,1.6,0.4,0.4,N,46.0,N,N,28.0,30.0,92.0,84.0,1017.8,1014.9,8.0,7.0,8.5,10.1,1
165,2014-04-22,Brisbane,16.8,27.5,0.0,5.0,10.5,E,20.0,SW,NE,6.0,9.0,68.0,41.0,1022.0,1018.4,1.0,7.0,22.7,26.8,0
166,2012-08-24,Brisbane,17.9,27.6,0.0,3.8,7.1,NNW,22.0,NW,ENE,4.0,9.0,77.0,63.0,1018.9,1014.7,6.0,5.0,21.4,25.2,0
167,2016-03-11,GoldCoast,23.4,30.2,0.4,,,ENE,37.0,ESE,ESE,22.0,20.0,89.0,81.0,1019.9,1017.6,,,27.5,28.6,0
168,2013-03-05,Walpole,16.2,24.8,0.2,,,NW,35.0,NW,WSW,19.0,15.0,70.0,65.0,1009.4,1009.8,,,21.0,22.6,0
169,2013-01-26,MelbourneAirport,14.6,21.5,0.0,8.4,2.9,SSE,44.0,SSE,S,30.0,28.0,61.0,46.0,1014.9,1013.5,7.0,7.0,16.2,19.9,0
170,2016-05-21,Melbourne,8.1,18.5,0.0,2.2,4.7,N,37.0,NNE,NNW,11.0,22.0,80.0,53.0,1024.9,1021.5,7.0,7.0,9.7,17.9,0
171,2017-03-03,Albury,18.5,32.1,0.0,,,SE,54.0,SE,SE,11.0,30.0,51.0,36.0,1018.4,1016.0,,,24.4,31.2,0
172,2009-10-12,Brisbane,13.0,26.8,1.0,2.2,10.7,N,43.0,NE,NNE,9.0,19.0,61.0,58.0,1017.6,1010.8,1.0,1.0,21.2,24.5,1
173,2016-11-21,Tuggeranong,14.9,30.1,14.0,,,NNW,39.0,WSW,NNW,2.0,20.0,75.0,36.0,1018.1,1014.7,,,20.5,29.2,0
174,2011-08-31,Newcastle,8.6,20.0,0.0,,,,,,SE,0.0,2.0,85.0,66.0,,,1.0,1.0,15.4,18.4,0
175,2015-11-15,PearceRAAF,15.5,34.8,0.0,,12.2,WSW,37.0,S,WSW,13.0,22.0,59.0,27.0,1012.5,1011.2,,,25.8,32.2,0
176,2010-10-11,Wollongong,14.9,20.0,1.0,,,ENE,61.0,NW,NNE,6.0,30.0,83.0,76.0,1034.0,1032.5,6.0,7.0,17.5,18.2,1
177,2017-03-31,Cairns,24.1,34.6,5.2,,,SE,33.0,SE,SE,7.0,22.0,71.0,65.0,1009.7,1007.4,,4.0,30.3,33.0,0
178,2014-12-27,WaggaWagga,10.1,28.2,0.0,10.0,9.2,ENE,41.0,ENE,NE,24.0,9.0,50.0,22.0,1018.6,1016.1,5.0,4.0,19.3,26.8,0
179,2012-05-09,Portland,11.2,19.1,0.0,3.2,3.8,NW,50.0,NNW,WNW,13.0,28.0,93.0,66.0,1013.5,1013.5,7.0,7.0,14.3,17.6,1
180,2010-07-25,Melbourne,6.0,15.8,0.0,1.0,6.5,S,30.0,WNW,SSW,2.0,11.0,85.0,63.0,1032.0,1030.7,3.0,4.0,7.7,14.3,0
181,2015-01-31,Darwin,24.3,32.2,17.6,5.6,7.1,W,44.0,NNW,WSW,11.0,22.0,84.0,72.0,1009.0,1005.9,4.0,6.0,26.0,30.1,0
182,2011-05-15,Darwin,19.4,31.0,0.0,5.0,11.1,E,41.0,E,SE,26.0,13.0,56.0,36.0,1015.6,1012.6,4.0,4.0,23.5,30.0,0
183,2011-12-10,WaggaWagga,18.7,26.0,0.0,10.0,2.1,WNW,48.0,ENE,ESE,19.0,11.0,57.0,64.0,1009.5,1005.8,7.0,7.0,20.9,23.1,1
184,2016-10-28,Perth,9.8,22.4,0.0,6.4,12.2,SSW,33.0,SW,SW,15.0,20.0,55.0,43.0,1015.3,1012.2,0.0,1.0,18.5,20.5,1
185,2010-07-27,NorfolkIsland,13.0,17.6,0.0,2.6,8.9,SSE,28.0,SSE,S,11.0,13.0,61.0,57.0,1031.3,1028.9,7.0,7.0,15.6,16.7,0
186,2012-10-23,Woomera,16.1,34.0,0.0,15.0,10.8,NE,57.0,NE,NE,37.0,33.0,14.0,4.0,1016.4,1012.0,0.0,0.0,22.0,32.6,0
187,2013-05-05,Richmond,11.8,19.1,0.0,,,SE,26.0,SSW,E,13.0,6.0,51.0,38.0,1025.6,1022.0,,,15.0,18.5,0
188,2013-11-08,Walpole,9.0,21.3,0.0,,,SE,43.0,NNE,ESE,17.0,22.0,58.0,59.0,1023.0,1020.6,,,16.7,19.2,0
189,2013-05-27,AliceSprings,2.6,21.6,0.0,4.4,9.8,E,43.0,NE,ENE,9.0,15.0,68.0,28.0,1023.2,1018.5,6.0,2.0,10.2,20.6,0
190,2015-03-12,SalmonGums,14.8,36.3,0.0,,,NNE,39.0,NE,N,19.0,13.0,58.0,18.0,,,,,22.6,35.6,0
191,2014-09-13,Moree,9.8,26.5,0.0,,,N,46.0,N,NW,24.0,9.0,54.0,28.0,1024.4,1020.1,,8.0,19.1,25.2,0
192,2012-05-06,SydneyAirport,10.1,21.8,0.0,4.2,10.3,SW,39.0,W,W,24.0,11.0,51.0,29.0,1017.1,1014.4,1.0,1.0,14.3,20.4,0
193,2014-09-02,Bendigo,3.5,14.6,9.6,,,SSW,46.0,SW,S,17.0,20.0,79.0,61.0,1018.0,1018.7,,8.0,9.8,12.6,0
194,2015-04-10,BadgerysCreek,12.1,21.6,0.0,,,SW,30.0,SW,S,17.0,15.0,66.0,64.0,1025.0,1022.8,,,17.6,19.9,1
195,2008-09-23,Brisbane,16.1,26.9,0.0,6.4,7.8,NW,31.0,N,NE,9.0,15.0,56.0,54.0,1018.4,1015.2,1.0,7.0,23.6,23.7,0
196,2012-07-10,AliceSprings,0.9,23.8,0.0,4.0,10.2,ENE,28.0,WNW,N,4.0,7.0,23.0,17.0,1018.0,1014.1,0.0,0.0,11.1,22.7,0
197,2011-02-12,Adelaide,16.4,22.0,12.2,,2.4,SE,43.0,E,SSE,9.0,20.0,63.0,53.0,1021.4,1020.1,,,17.6,20.8,0
198,2012-02-10,Brisbane,19.8,29.0,0.0,6.4,12.0,E,24.0,S,E,6.0,11.0,62.0,57.0,1012.4,1009.8,2.0,1.0,26.0,27.6,0
199,2011-02-27,Williamtown,16.5,33.3,0.0,7.0,3.2,WNW,39.0,NNW,WNW,11.0,28.0,63.0,31.0,1008.8,1007.9,2.0,7.0,24.6,32.2,0
200,2011-08-18,Richmond,8.4,17.4,7.0,0.2,,W,50.0,NNW,WNW,15.0,26.0,65.0,35.0,1009.6,1009.8,,,14.3,16.9,0
201,2013-09-20,NorahHead,11.4,23.1,0.0,,,S,57.0,NW,W,9.0,15.0,40.0,25.0,1008.9,1005.7,,,18.9,21.3,0
202,2012-04-29,Tuggeranong,1.2,15.8,0.0,,,SSE,30.0,SSW,S,19.0,13.0,74.0,54.0,1022.3,1021.3,,,10.9,14.2,0
203,2012-02-17,Tuggeranong,13.1,28.3,4.0,,,ENE,39.0,W,NNW,2.0,7.0,82.0,44.0,1016.4,1012.9,,,16.9,27.1,1
204,2010-06-02,Brisbane,15.8,20.3,0.4,2.2,0.0,WSW,20.0,SW,SW,6.0,6.0,84.0,77.0,1017.0,1014.8,8.0,7.0,17.6,19.4,0
205,2016-09-17,NorfolkIsland,18.0,21.4,0.8,,,W,54.0,WSW,SW,28.0,28.0,91.0,68.0,1018.4,1016.5,8.0,5.0,18.4,20.2,0
206,2012-06-07,Launceston,-1.9,10.7,0.0,,,E,15.0,,W,0.0,4.0,98.0,68.0,1021.7,1019.6,,,0.2,10.3,0
207,2010-01-29,Nuriootpa,12.2,28.3,0.0,9.2,12.8,SSE,44.0,SE,SSE,26.0,13.0,62.0,25.0,1016.1,1013.9,1.0,0.0,15.0,26.4,0
208,2013-11-21,Adelaide,11.7,19.3,0.0,5.6,10.1,S,35.0,S,SSE,17.0,20.0,46.0,37.0,1015.8,1013.9,,,14.6,17.5,0
209,2013-04-18,Canberra,8.2,22.2,0.2,3.2,,ENE,31.0,ESE,NW,2.0,13.0,74.0,36.0,1015.8,1012.5,,8.0,15.0,19.7,0
210,2016-08-07,CoffsHarbour,9.9,18.6,11.4,,,SW,30.0,WSW,SE,13.0,15.0,79.0,70.0,1027.0,1023.8,,7.0,15.4,17.1,0
211,2011-08-26,PerthAirport,4.4,18.4,0.0,2.8,10.5,W,35.0,ENE,SW,9.0,22.0,60.0,43.0,1027.5,1024.1,3.0,3.0,13.2,17.9,0
212,2011-01-03,Nuriootpa,10.3,24.8,0.0,9.6,11.9,SE,54.0,ESE,SSE,19.0,13.0,54.0,37.0,1016.6,1014.5,1.0,0.0,15.0,23.6,0
213,2016-12-11,SalmonGums,20.1,40.1,0.0,,,SSW,54.0,N,W,26.0,15.0,15.0,16.0,,,,,32.3,36.0,1
214,2015-10-21,Cobar,22.5,30.1,0.0,9.2,,WSW,56.0,SE,SW,13.0,24.0,41.0,70.0,1012.0,1010.0,7.0,7.0,24.7,22.0,1
215,2010-09-14,BadgerysCreek,10.8,16.6,0.0,,,WSW,28.0,E,SE,6.0,11.0,78.0,99.0,1017.1,1012.3,,,16.1,14.1,1
216,2010-01-30,Moree,20.2,35.4,0.0,4.8,10.1,,,,,,,52.0,26.0,1012.5,1009.3,2.0,4.0,26.9,33.2,0
217,2009-02-27,Canberra,15.4,29.5,0.0,7.6,8.9,NNW,31.0,ENE,NW,7.0,11.0,59.0,27.0,1017.7,1012.7,6.0,7.0,17.2,27.6,0
218,2009-10-25,Witchcliffe,12.2,29.5,0.0,,,NE,37.0,ENE,NW,13.0,11.0,52.0,38.0,1021.0,1017.1,,,21.0,29.2,0
219,2015-09-15,Moree,11.3,28.5,0.0,6.2,11.1,N,48.0,N,N,30.0,24.0,57.0,27.0,1020.9,1015.7,1.0,3.0,20.0,27.6,0
220,2012-10-30,Nuriootpa,12.4,33.3,0.0,8.6,11.5,WNW,37.0,NNW,NNE,13.0,20.0,13.0,4.0,1013.9,1011.4,2.0,2.0,25.6,32.3,0
221,2017-04-07,Hobart,10.7,25.0,0.0,3.0,8.8,NNW,65.0,N,N,11.0,31.0,63.0,24.0,1022.5,1016.7,7.0,8.0,15.2,24.2,0
222,2011-01-23,Nuriootpa,14.7,34.4,0.0,8.8,12.3,W,41.0,E,WNW,13.0,11.0,55.0,15.0,1010.0,1005.7,0.0,1.0,21.6,33.1,0
223,2009-05-23,Williamtown,15.0,21.7,19.8,4.0,6.7,E,52.0,E,E,30.0,24.0,66.0,62.0,1021.7,1020.6,1.0,,20.3,19.8,0
224,2011-07-07,Ballarat,0.9,7.9,8.0,,,WSW,37.0,WSW,SW,13.0,17.0,98.0,75.0,1016.6,1020.5,4.0,,1.8,7.3,0
225,2016-05-01,Launceston,13.7,16.3,10.0,,,NNW,59.0,WNW,NW,6.0,31.0,96.0,64.0,,,8.0,8.0,13.9,13.5,1
226,2009-11-20,Albany,12.8,16.2,4.0,5.4,1.0,,,WSW,SW,15.0,15.0,64.0,66.0,1020.5,1020.3,8.0,8.0,14.5,15.3,0
227,2016-08-04,MelbourneAirport,3.2,13.4,0.4,1.8,7.8,SSE,31.0,SW,S,7.0,17.0,94.0,56.0,1031.2,1029.7,1.0,5.0,6.7,12.9,0
228,2015-12-10,Sydney,20.2,25.5,15.2,10.0,6.4,SSW,44.0,S,E,7.0,19.0,80.0,63.0,1015.9,1011.7,7.0,3.0,21.3,25.0,0
229,2012-04-21,WaggaWagga,9.9,25.8,0.0,2.4,7.6,E,22.0,ENE,E,7.0,11.0,81.0,48.0,1016.0,1011.5,1.0,4.0,16.7,24.0,0
230,2010-11-20,Cobar,14.7,29.6,0.0,7.8,,E,31.0,ENE,ENE,19.0,20.0,56.0,22.0,1022.8,1019.2,0.0,1.0,20.5,29.0,0
231,2014-06-06,Mildura,3.9,17.0,0.0,1.2,8.4,SSE,33.0,SSW,S,11.0,17.0,93.0,44.0,1032.5,1030.1,0.0,0.0,6.9,16.9,0
232,2010-06-09,Sale,2.2,11.9,0.0,2.0,0.7,W,59.0,NW,W,17.0,31.0,64.0,84.0,1007.1,1006.5,7.0,7.0,9.5,8.9,1
233,2012-07-13,Sydney,12.9,22.9,0.2,0.4,6.3,N,39.0,NW,N,15.0,26.0,74.0,62.0,1011.6,1008.0,5.0,6.0,17.2,21.3,0
234,2014-02-13,Penrith,20.5,32.1,0.2,,,ENE,30.0,E,NW,2.0,4.0,85.0,41.0,,,,,23.7,31.4,0
235,2012-05-31,Richmond,5.8,19.6,0.0,0.8,,SW,17.0,,N,0.0,2.0,99.0,54.0,1034.4,1030.7,,,9.5,18.8,0
236,2009-07-09,Witchcliffe,13.2,18.2,13.8,,,NW,70.0,W,WNW,17.0,20.0,65.0,74.0,1002.1,1001.9,,,15.5,14.9,1
237,2009-01-14,WaggaWagga,20.9,42.0,0.0,12.0,13.4,WNW,50.0,N,W,13.0,24.0,29.0,10.0,1012.3,1008.1,1.0,1.0,31.0,41.0,0
238,2013-10-05,Brisbane,12.7,29.4,0.0,6.2,11.4,SSE,19.0,SW,ENE,4.0,11.0,52.0,36.0,1019.3,1013.4,0.0,0.0,21.1,26.1,0
239,2015-02-01,BadgerysCreek,15.7,27.3,0.0,,,SE,31.0,S,SE,4.0,19.0,73.0,57.0,1009.7,1008.5,,,20.2,24.7,0
240,2009-09-25,Canberra,2.2,19.8,0.0,5.2,,,,,,,,55.0,34.0,,,,,13.2,19.5,1
241,2017-04-30,Albury,6.8,19.9,0.0,,,ENE,17.0,E,NNW,6.0,4.0,99.0,61.0,1023.6,1020.1,7.0,6.0,10.8,18.4,0
242,2009-04-16,Newcastle,15.5,,0.0,,,,,,,0.0,0.0,52.0,37.0,,,0.0,0.0,20.0,25.0,0
243,2015-10-28,PearceRAAF,17.5,29.4,0.2,,11.1,WSW,35.0,ESE,WSW,11.0,20.0,62.0,41.0,1014.6,1013.2,3.0,6.0,23.9,27.6,0
244,2008-07-21,Sydney,10.4,17.5,2.8,1.6,9.7,,,NW,W,26.0,31.0,56.0,31.0,1006.2,1008.1,1.0,1.0,13.1,16.7,0
245,2016-10-06,Albury,7.0,21.6,0.0,,,N,30.0,NNE,NW,6.0,15.0,72.0,55.0,1021.4,1020.3,,3.0,13.6,20.3,0
246,2011-05-27,NorfolkIsland,18.5,21.8,0.0,4.4,8.5,WNW,43.0,WNW,SW,19.0,17.0,75.0,66.0,1009.8,1009.8,2.0,2.0,19.8,20.5,1
247,2011-02-19,CoffsHarbour,20.3,29.9,0.0,5.8,9.2,NNE,48.0,NE,NNE,13.0,35.0,85.0,68.0,1013.8,1010.4,6.0,1.0,24.4,28.1,0
248,2016-01-17,MountGambier,11.0,34.5,0.0,8.0,13.1,NNE,50.0,NNE,WSW,24.0,26.0,37.0,17.0,1020.3,1016.2,2.0,1.0,22.8,30.9,0
249,2014-03-30,Sale,11.4,24.1,1.2,4.2,9.3,E,35.0,SSW,E,13.0,24.0,96.0,53.0,1021.4,1019.6,6.0,2.0,15.2,23.3,0
250,2012-05-27,Mildura,7.4,17.0,1.0,1.4,9.0,SSE,31.0,S,S,11.0,19.0,84.0,42.0,1027.6,1026.4,4.0,1.0,8.6,16.5,0
251,2012-02-12,Bendigo,14.4,25.7,0.2,,,SSE,50.0,SE,SE,26.0,20.0,58.0,38.0,1015.3,1014.0,1.0,6.0,17.9,23.8,0
252,2017-05-02,Nhil,5.9,16.2,2.2,,,SW,41.0,WSW,S,15.0,20.0,90.0,56.0,1022.9,1023.3,,,9.8,14.9,0
253,2011-07-16,GoldCoast,12.6,17.1,20.6,,,S,48.0,S,S,26.0,22.0,87.0,84.0,1028.3,1024.4,,,13.5,14.9,1
254,2015-08-26,Moree,4.2,19.7,0.0,3.0,6.9,WSW,20.0,,SW,0.0,13.0,96.0,41.0,1024.0,1020.4,8.0,1.0,9.7,19.4,0
255,2009-10-30,Melbourne,16.7,26.5,0.6,6.2,0.2,N,65.0,N,NE,24.0,24.0,64.0,61.0,1019.2,1017.9,7.0,7.0,21.6,24.8,1
256,2015-12-10,Perth,14.3,27.3,0.0,8.0,13.1,SSW,43.0,ESE,SSW,11.0,19.0,50.0,43.0,1020.2,1017.7,1.0,1.0,21.8,25.0,0
257,2015-03-25,Adelaide,11.9,22.5,0.0,3.4,,WSW,63.0,N,W,11.0,28.0,53.0,34.0,1020.5,1017.5,,,13.7,21.3,0
258,2009-06-19,Walpole,10.0,13.3,20.4,,,WSW,57.0,WNW,WSW,17.0,22.0,95.0,59.0,1000.1,1003.5,,,10.0,11.2,1
259,2017-01-21,Albury,11.4,30.1,2.6,,,SE,24.0,S,S,11.0,11.0,64.0,34.0,1011.5,1010.6,,,17.6,26.7,0
260,2015-11-06,NorfolkIsland,14.2,20.0,1.4,1.8,6.7,SE,35.0,SE,SE,20.0,20.0,58.0,62.0,1018.1,1016.9,5.0,7.0,18.4,18.6,0
261,2009-05-12,Penrith,6.3,21.1,0.0,,,SSE,26.0,,NNW,0.0,7.0,97.0,39.0,,,,,9.7,20.5,0
262,2014-04-23,Newcastle,17.0,,0.0,,,,,,SE,0.0,4.0,60.0,46.0,,,1.0,4.0,18.2,24.0,0
263,2010-10-18,CoffsHarbour,8.6,23.0,0.0,4.8,12.3,NNE,48.0,NW,NE,17.0,35.0,49.0,47.0,1019.4,1016.5,0.0,1.0,18.7,21.6,0
264,2016-11-10,Woomera,16.4,33.7,0.1,11.3,,NE,41.0,ESE,ENE,22.0,20.0,57.0,19.0,1008.4,1004.7,6.0,,18.5,33.2,0
265,2015-12-29,NorahHead,16.5,22.6,5.4,,,SSE,39.0,SSW,S,19.0,26.0,76.0,63.0,1022.0,1020.7,,,18.8,22.1,0
266,2015-08-03,Penrith,4.0,18.3,0.0,,,W,41.0,W,W,2.0,19.0,67.0,32.0,,,,,8.9,17.3,0
267,2015-11-22,MountGambier,10.6,19.2,0.0,3.2,4.0,W,46.0,W,W,20.0,26.0,60.0,55.0,1021.1,1018.2,7.0,8.0,15.7,16.7,0
268,2013-07-01,Launceston,10.5,16.0,0.2,,,NNW,46.0,N,NW,22.0,19.0,81.0,76.0,1011.6,1010.7,,,13.4,15.2,0
269,2013-04-30,SalmonGums,9.8,22.5,0.0,,,N,24.0,NE,ENE,9.0,7.0,95.0,61.0,,,,,15.4,21.9,0
270,2012-04-13,Walpole,11.8,23.5,0.0,,,W,35.0,WNW,WSW,9.0,22.0,82.0,60.0,1019.7,1017.5,,,17.8,21.6,0
271,2009-07-25,Tuggeranong,-3.5,12.3,0.0,,,N,30.0,,NNW,0.0,15.0,83.0,42.0,1026.6,1022.4,,,1.3,11.7,0
272,2016-07-28,Newcastle,8.8,19.4,0.0,,,,,NW,,9.0,,71.0,,,,0.0,,11.4,,0
